地区,邮政编码,确诊人数,疑似人数,治愈人数,死亡人数,时间
闵行区,310112,19,0,19,0,2020-12-31 10:29:01
徐汇区,310104,18,0,17,1,2020-12-31 10:29:01
静安区,310106,16,0,15,1,2020-12-31 10:29:01
松江区,310117,14,0,14,0,2020-12-31 10:29:01
长宁区,310105,13,0,13,0,2020-12-31 10:29:01
普陀区,310107,11,0,11,0,2020-12-31 10:29:01
杨浦区,310110,9,0,9,0,2020-12-31 10:29:01
嘉定区,310114,9,0,7,2,2020-12-31 10:29:01
奉贤区,310120,9,0,9,0,2020-12-31 10:29:01
虹口区,310109,7,0,7,0,2020-12-31 10:29:01
黄浦区,310101,6,0,6,0,2020-12-31 10:29:01
青浦区,310118,6,0,6,0,2020-12-31 10:29:01
金山区,310116,4,0,4,0,2020-12-31 10:29:01
崇明区,310151,4,0,4,0,2020-12-31 10:29:01
境外来沪,0,1,0,1,0,2020-12-31 10:29:01
上海市境外输入,0,1156,4,1059,0,2020-12-30 08:28:43
浦东新区,310115,68,0,66,1,2020-12-30 08:28:43
上海市外地来沪,0,113,0,112,1,2020-12-30 08:28:43
宝山区,310113,22,0,21,1,2020-12-30 08:28:43
闵行区,310112,19,0,19,0,2020-12-30 08:28:43
徐汇区,310104,18,0,17,1,2020-12-30 08:28:43
静安区,310106,16,0,15,1,2020-12-30 08:28:43
松江区,310117,14,0,14,0,2020-12-30 08:28:43
长宁区,310105,13,0,13,0,2020-12-30 08:28:43
普陀区,310107,11,0,11,0,2020-12-30 08:28:43
杨浦区,310110,9,0,9,0,2020-12-30 08:28:43
嘉定区,310114,9,0,7,2,2020-12-30 08:28:43
奉贤区,310120,9,0,9,0,2020-12-30 08:28:43
虹口区,310109,7,0,7,0,2020-12-30 08:28:43
黄浦区,310101,6,0,6,0,2020-12-30 08:28:43
青浦区,310118,6,0,6,0,2020-12-30 08:28:43
金山区,310116,4,0,4,0,2020-12-30 08:28:43
崇明区,310151,4,0,4,0,2020-12-30 08:28:43
境外来沪,0,1,0,1,0,2020-12-30 08:28:43
上海市境外输入,0,1149,4,1049,0,2020-12-29 09:47:38
浦东新区,310115,68,0,65,1,2020-12-29 09:47:38
上海市外地来沪,0,113,0,112,1,2020-12-29 09:47:38
宝山区,310113,22,0,21,1,2020-12-29 09:47:38
闵行区,310112,19,0,19,0,2020-12-29 09:47:38
徐汇区,310104,18,0,17,1,2020-12-29 09:47:38
静安区,310106,16,0,15,1,2020-12-29 09:47:38
松江区,310117,14,0,14,0,2020-12-29 09:47:38
长宁区,310105,13,0,13,0,2020-12-29 09:47:38
普陀区,310107,11,0,11,0,2020-12-29 09:47:38
杨浦区,310110,9,0,9,0,2020-12-29 09:47:38
嘉定区,310114,9,0,7,2,2020-12-29 09:47:38
奉贤区,310120,9,0,9,0,2020-12-29 09:47:38
虹口区,310109,7,0,7,0,2020-12-29 09:47:38
黄浦区,310101,6,0,6,0,2020-12-29 09:47:38
青浦区,310118,6,0,6,0,2020-12-29 09:47:38
金山区,310116,4,0,4,0,2020-12-29 09:47:38
崇明区,310151,4,0,4,0,2020-12-29 09:47:38
境外来沪,0,1,0,1,0,2020-12-29 09:47:38
上海市境外输入,0,1145,4,1044,0,2020-12-28 09:24:02
浦东新区,310115,68,0,65,1,2020-12-28 09:24:02
上海市外地来沪,0,113,0,112,1,2020-12-28 09:24:02
宝山区,310113,22,0,21,1,2020-12-28 09:24:02
闵行区,310112,19,0,19,0,2020-12-28 09:24:02
徐汇区,310104,18,0,17,1,2020-12-28 09:24:02
静安区,310106,16,0,15,1,2020-12-28 09:24:02
松江区,310117,14,0,14,0,2020-12-28 09:24:02
长宁区,310105,13,0,13,0,2020-12-28 09:24:02
普陀区,310107,11,0,11,0,2020-12-28 09:24:02
杨浦区,310110,9,0,9,0,2020-12-28 09:24:02
嘉定区,310114,9,0,7,2,2020-12-28 09:24:02
奉贤区,310120,9,0,9,0,2020-12-28 09:24:02
虹口区,310109,7,0,7,0,2020-12-28 09:24:02
黄浦区,310101,6,0,6,0,2020-12-28 09:24:02
青浦区,310118,6,0,6,0,2020-12-28 09:24:02
金山区,310116,4,0,4,0,2020-12-28 09:24:02
崇明区,310151,4,0,4,0,2020-12-28 09:24:02
境外来沪,0,1,0,1,0,2020-12-28 09:24:02
上海市境外输入,0,1143,4,1037,0,2020-12-27 08:15:10
浦东新区,310115,68,0,65,1,2020-12-27 08:15:10
上海市外地来沪,0,113,0,112,1,2020-12-27 08:15:10
宝山区,310113,22,0,21,1,2020-12-27 08:15:10
闵行区,310112,19,0,19,0,2020-12-27 08:15:10
徐汇区,310104,18,0,17,1,2020-12-27 08:15:10
静安区,310106,16,0,15,1,2020-12-27 08:15:10
松江区,310117,14,0,14,0,2020-12-27 08:15:10
长宁区,310105,13,0,13,0,2020-12-27 08:15:10
普陀区,310107,11,0,11,0,2020-12-27 08:15:10
杨浦区,310110,9,0,9,0,2020-12-27 08:15:10
嘉定区,310114,9,0,7,2,2020-12-27 08:15:10
奉贤区,310120,9,0,9,0,2020-12-27 08:15:10
虹口区,310109,7,0,7,0,2020-12-27 08:15:10
黄浦区,310101,6,0,6,0,2020-12-27 08:15:10
青浦区,310118,6,0,6,0,2020-12-27 08:15:10
金山区,310116,4,0,4,0,2020-12-27 08:15:10
崇明区,310151,4,0,4,0,2020-12-27 08:15:10
境外来沪,0,1,0,1,0,2020-12-27 08:15:10
上海市境外输入,0,1139,4,1030,0,2020-12-26 09:40:01
浦东新区,310115,68,0,65,1,2020-12-26 09:40:01
上海市外地来沪,0,113,0,112,1,2020-12-26 09:40:01
宝山区,310113,22,0,21,1,2020-12-26 09:40:01
闵行区,310112,19,0,19,0,2020-12-26 09:40:01
徐汇区,310104,18,0,17,1,2020-12-26 09:40:01
静安区,310106,16,0,15,1,2020-12-26 09:40:01
松江区,310117,14,0,14,0,2020-12-26 09:40:01
长宁区,310105,13,0,13,0,2020-12-26 09:40:01
普陀区,310107,11,0,11,0,2020-12-26 09:40:01
杨浦区,310110,9,0,9,0,2020-12-26 09:40:01
嘉定区,310114,9,0,7,2,2020-12-26 09:40:01
奉贤区,310120,9,0,9,0,2020-12-26 09:40:01
虹口区,310109,7,0,7,0,2020-12-26 09:40:01
黄浦区,310101,6,0,6,0,2020-12-26 09:40:01
青浦区,310118,6,0,6,0,2020-12-26 09:40:01
金山区,310116,4,0,4,0,2020-12-26 09:40:01
崇明区,310151,4,0,4,0,2020-12-26 09:40:01
境外来沪,0,1,0,1,0,2020-12-26 09:40:01
上海市境外输入,0,1134,4,1027,0,2020-12-25 08:50:36
浦东新区,310115,68,0,65,1,2020-12-25 08:50:36
上海市外地来沪,0,113,0,112,1,2020-12-25 08:50:36
宝山区,310113,22,0,21,1,2020-12-25 08:50:36
闵行区,310112,19,0,19,0,2020-12-25 08:50:36
徐汇区,310104,18,0,17,1,2020-12-25 08:50:36
静安区,310106,16,0,15,1,2020-12-25 08:50:36
松江区,310117,14,0,14,0,2020-12-25 08:50:36
长宁区,310105,13,0,13,0,2020-12-25 08:50:36
普陀区,310107,11,0,11,0,2020-12-25 08:50:36
杨浦区,310110,9,0,9,0,2020-12-25 08:50:36
嘉定区,310114,9,0,7,2,2020-12-25 08:50:36
奉贤区,310120,9,0,9,0,2020-12-25 08:50:36
虹口区,310109,7,0,7,0,2020-12-25 08:50:36
黄浦区,310101,6,0,6,0,2020-12-25 08:50:36
青浦区,310118,6,0,6,0,2020-12-25 08:50:36
金山区,310116,4,0,4,0,2020-12-25 08:50:36
崇明区,310151,4,0,4,0,2020-12-25 08:50:36
境外来沪,0,1,0,1,0,2020-12-25 08:50:36
上海市境外输入,0,1130,4,1022,0,2020-12-24 10:00:30
浦东新区,310115,68,0,65,1,2020-12-24 10:00:30
上海市外地来沪,0,113,0,112,1,2020-12-24 10:00:30
宝山区,310113,22,0,21,1,2020-12-24 10:00:30
闵行区,310112,19,0,19,0,2020-12-24 10:00:30
徐汇区,310104,18,0,17,1,2020-12-24 10:00:30
静安区,310106,16,0,15,1,2020-12-24 10:00:30
松江区,310117,14,0,14,0,2020-12-24 10:00:30
长宁区,310105,13,0,13,0,2020-12-24 10:00:30
普陀区,310107,11,0,11,0,2020-12-24 10:00:30
杨浦区,310110,9,0,9,0,2020-12-24 10:00:30
嘉定区,310114,9,0,7,2,2020-12-24 10:00:30
奉贤区,310120,9,0,9,0,2020-12-24 10:00:30
虹口区,310109,7,0,7,0,2020-12-24 10:00:30
黄浦区,310101,6,0,6,0,2020-12-24 10:00:30
青浦区,310118,6,0,6,0,2020-12-24 10:00:30
金山区,310116,4,0,4,0,2020-12-24 10:00:30
崇明区,310151,4,0,4,0,2020-12-24 10:00:30
境外来沪,0,1,0,1,0,2020-12-24 10:00:30
上海市境外输入,0,1124,4,1018,0,2020-12-23 08:54:03
浦东新区,310115,68,0,65,1,2020-12-23 08:54:03
上海市外地来沪,0,113,0,112,1,2020-12-23 08:54:03
宝山区,310113,22,0,21,1,2020-12-23 08:54:03
闵行区,310112,19,0,19,0,2020-12-23 08:54:03
徐汇区,310104,18,0,17,1,2020-12-23 08:54:03
静安区,310106,16,0,15,1,2020-12-23 08:54:03
松江区,310117,14,0,14,0,2020-12-23 08:54:03
长宁区,310105,13,0,13,0,2020-12-23 08:54:03
普陀区,310107,11,0,11,0,2020-12-23 08:54:03
杨浦区,310110,9,0,9,0,2020-12-23 08:54:03
嘉定区,310114,9,0,7,2,2020-12-23 08:54:03
奉贤区,310120,9,0,9,0,2020-12-23 08:54:03
虹口区,310109,7,0,7,0,2020-12-23 08:54:03
黄浦区,310101,6,0,6,0,2020-12-23 08:54:03
青浦区,310118,6,0,6,0,2020-12-23 08:54:03
金山区,310116,4,0,4,0,2020-12-23 08:54:03
崇明区,310151,4,0,4,0,2020-12-23 08:54:03
境外来沪,0,1,0,1,0,2020-12-23 08:54:03
上海市境外输入,0,1112,4,1012,0,2020-12-22 08:54:33
浦东新区,310115,68,0,65,1,2020-12-22 08:54:33
上海市外地来沪,0,113,0,112,1,2020-12-22 08:54:33
宝山区,310113,22,0,21,1,2020-12-22 08:54:33
闵行区,310112,19,0,19,0,2020-12-22 08:54:33
徐汇区,310104,18,0,17,1,2020-12-22 08:54:33
静安区,310106,16,0,15,1,2020-12-22 08:54:33
松江区,310117,14,0,14,0,2020-12-22 08:54:33
长宁区,310105,13,0,13,0,2020-12-22 08:54:33
普陀区,310107,11,0,11,0,2020-12-22 08:54:33
杨浦区,310110,9,0,9,0,2020-12-22 08:54:33
嘉定区,310114,9,0,7,2,2020-12-22 08:54:33
奉贤区,310120,9,0,9,0,2020-12-22 08:54:33
虹口区,310109,7,0,7,0,2020-12-22 08:54:33
黄浦区,310101,6,0,6,0,2020-12-22 08:54:33
青浦区,310118,6,0,6,0,2020-12-22 08:54:33
金山区,310116,4,0,4,0,2020-12-22 08:54:33
崇明区,310151,4,0,4,0,2020-12-22 08:54:33
境外来沪,0,1,0,1,0,2020-12-22 08:54:33
上海市境外输入,0,1106,4,1012,0,2020-12-21 09:39:17
浦东新区,310115,68,0,64,1,2020-12-21 09:39:17
上海市外地来沪,0,113,0,112,1,2020-12-21 09:39:17
宝山区,310113,22,0,21,1,2020-12-21 09:39:17
闵行区,310112,19,0,19,0,2020-12-21 09:39:17
徐汇区,310104,18,0,17,1,2020-12-21 09:39:17
静安区,310106,16,0,15,1,2020-12-21 09:39:17
松江区,310117,14,0,14,0,2020-12-21 09:39:17
长宁区,310105,13,0,13,0,2020-12-21 09:39:17
普陀区,310107,11,0,11,0,2020-12-21 09:39:17
杨浦区,310110,9,0,9,0,2020-12-21 09:39:17
嘉定区,310114,9,0,7,2,2020-12-21 09:39:17
奉贤区,310120,9,0,9,0,2020-12-21 09:39:17
虹口区,310109,7,0,7,0,2020-12-21 09:39:17
黄浦区,310101,6,0,6,0,2020-12-21 09:39:17
青浦区,310118,6,0,6,0,2020-12-21 09:39:17
金山区,310116,4,0,4,0,2020-12-21 09:39:17
崇明区,310151,4,0,4,0,2020-12-21 09:39:17
境外来沪,0,1,0,1,0,2020-12-21 09:39:17
上海市境外输入,0,1098,4,1007,0,2020-12-20 09:54:36
浦东新区,310115,68,0,64,1,2020-12-20 09:54:36
上海市外地来沪,0,113,0,112,1,2020-12-20 09:54:36
宝山区,310113,22,0,21,1,2020-12-20 09:54:36
闵行区,310112,19,0,19,0,2020-12-20 09:54:36
徐汇区,310104,18,0,17,1,2020-12-20 09:54:36
静安区,310106,16,0,15,1,2020-12-20 09:54:36
松江区,310117,14,0,14,0,2020-12-20 09:54:36
长宁区,310105,13,0,13,0,2020-12-20 09:54:36
普陀区,310107,11,0,11,0,2020-12-20 09:54:36
杨浦区,310110,9,0,9,0,2020-12-20 09:54:36
嘉定区,310114,9,0,7,2,2020-12-20 09:54:36
奉贤区,310120,9,0,9,0,2020-12-20 09:54:36
虹口区,310109,7,0,7,0,2020-12-20 09:54:36
黄浦区,310101,6,0,6,0,2020-12-20 09:54:36
青浦区,310118,6,0,6,0,2020-12-20 09:54:36
金山区,310116,4,0,4,0,2020-12-20 09:54:36
崇明区,310151,4,0,4,0,2020-12-20 09:54:36
境外来沪,0,1,0,1,0,2020-12-20 09:54:36
上海市境外输入,0,1087,4,997,0,2020-12-19 10:08:21
浦东新区,310115,68,0,64,1,2020-12-19 10:08:21
上海市外地来沪,0,113,0,112,1,2020-12-19 10:08:21
宝山区,310113,22,0,21,1,2020-12-19 10:08:21
闵行区,310112,19,0,19,0,2020-12-19 10:08:21
徐汇区,310104,18,0,17,1,2020-12-19 10:08:21
静安区,310106,16,0,15,1,2020-12-19 10:08:21
松江区,310117,14,0,14,0,2020-12-19 10:08:21
长宁区,310105,13,0,13,0,2020-12-19 10:08:21
普陀区,310107,11,0,11,0,2020-12-19 10:08:21
杨浦区,310110,9,0,9,0,2020-12-19 10:08:21
嘉定区,310114,9,0,7,2,2020-12-19 10:08:21
奉贤区,310120,9,0,9,0,2020-12-19 10:08:21
虹口区,310109,7,0,7,0,2020-12-19 10:08:21
黄浦区,310101,6,0,6,0,2020-12-19 10:08:21
青浦区,310118,6,0,6,0,2020-12-19 10:08:21
金山区,310116,4,0,4,0,2020-12-19 10:08:21
崇明区,310151,4,0,4,0,2020-12-19 10:08:21
境外来沪,0,1,0,1,0,2020-12-19 10:08:21
上海市境外输入,0,1079,4,993,0,2020-12-18 08:39:26
浦东新区,310115,68,0,64,1,2020-12-18 08:39:26
上海市外地来沪,0,113,0,112,1,2020-12-18 08:39:26
宝山区,310113,22,0,21,1,2020-12-18 08:39:26
闵行区,310112,19,0,19,0,2020-12-18 08:39:26
徐汇区,310104,18,0,17,1,2020-12-18 08:39:26
静安区,310106,16,0,15,1,2020-12-18 08:39:26
松江区,310117,14,0,14,0,2020-12-18 08:39:26
长宁区,310105,13,0,13,0,2020-12-18 08:39:26
普陀区,310107,11,0,11,0,2020-12-18 08:39:26
杨浦区,310110,9,0,9,0,2020-12-18 08:39:26
嘉定区,310114,9,0,7,2,2020-12-18 08:39:26
奉贤区,310120,9,0,9,0,2020-12-18 08:39:26
虹口区,310109,7,0,7,0,2020-12-18 08:39:26
黄浦区,310101,6,0,6,0,2020-12-18 08:39:26
青浦区,310118,6,0,6,0,2020-12-18 08:39:26
金山区,310116,4,0,4,0,2020-12-18 08:39:26
崇明区,310151,4,0,4,0,2020-12-18 08:39:26
境外来沪,0,1,0,1,0,2020-12-18 08:39:26
上海市境外输入,0,1075,4,990,0,2020-12-17 08:37:06
浦东新区,310115,68,0,64,1,2020-12-17 08:37:06
上海市外地来沪,0,113,0,112,1,2020-12-17 08:37:06
宝山区,310113,22,0,21,1,2020-12-17 08:37:06
闵行区,310112,19,0,19,0,2020-12-17 08:37:06
徐汇区,310104,18,0,17,1,2020-12-17 08:37:06
静安区,310106,16,0,15,1,2020-12-17 08:37:06
松江区,310117,14,0,14,0,2020-12-17 08:37:06
长宁区,310105,13,0,13,0,2020-12-17 08:37:06
普陀区,310107,11,0,11,0,2020-12-17 08:37:06
杨浦区,310110,9,0,9,0,2020-12-17 08:37:06
嘉定区,310114,9,0,7,2,2020-12-17 08:37:06
奉贤区,310120,9,0,9,0,2020-12-17 08:37:06
虹口区,310109,7,0,7,0,2020-12-17 08:37:06
黄浦区,310101,6,0,6,0,2020-12-17 08:37:06
青浦区,310118,6,0,6,0,2020-12-17 08:37:06
金山区,310116,4,0,4,0,2020-12-17 08:37:06
崇明区,310151,4,0,4,0,2020-12-17 08:37:06
境外来沪,0,1,0,1,0,2020-12-17 08:37:06
上海市境外输入,0,1069,4,984,0,2020-12-16 08:22:20
浦东新区,310115,68,0,64,1,2020-12-16 08:22:20
上海市外地来沪,0,113,0,112,1,2020-12-16 08:22:20
宝山区,310113,22,0,21,1,2020-12-16 08:22:20
闵行区,310112,19,0,19,0,2020-12-16 08:22:20
徐汇区,310104,18,0,17,1,2020-12-16 08:22:20
静安区,310106,16,0,15,1,2020-12-16 08:22:20
松江区,310117,14,0,14,0,2020-12-16 08:22:20
长宁区,310105,13,0,13,0,2020-12-16 08:22:20
普陀区,310107,11,0,11,0,2020-12-16 08:22:20
杨浦区,310110,9,0,9,0,2020-12-16 08:22:20
嘉定区,310114,9,0,7,2,2020-12-16 08:22:20
奉贤区,310120,9,0,9,0,2020-12-16 08:22:20
虹口区,310109,7,0,7,0,2020-12-16 08:22:20
黄浦区,310101,6,0,6,0,2020-12-16 08:22:20
青浦区,310118,6,0,6,0,2020-12-16 08:22:20
金山区,310116,4,0,4,0,2020-12-16 08:22:20
崇明区,310151,4,0,4,0,2020-12-16 08:22:20
境外来沪,0,1,0,1,0,2020-12-16 08:22:20
上海市境外输入,0,1066,4,980,0,2020-12-15 10:17:25
浦东新区,310115,68,0,64,1,2020-12-15 10:17:25
上海市外地来沪,0,113,0,112,1,2020-12-15 10:17:25
宝山区,310113,22,0,21,1,2020-12-15 10:17:25
闵行区,310112,19,0,19,0,2020-12-15 10:17:25
徐汇区,310104,18,0,17,1,2020-12-15 10:17:25
静安区,310106,16,0,15,1,2020-12-15 10:17:25
松江区,310117,14,0,14,0,2020-12-15 10:17:25
长宁区,310105,13,0,13,0,2020-12-15 10:17:25
普陀区,310107,11,0,11,0,2020-12-15 10:17:25
杨浦区,310110,9,0,9,0,2020-12-15 10:17:25
嘉定区,310114,9,0,7,2,2020-12-15 10:17:25
奉贤区,310120,9,0,9,0,2020-12-15 10:17:25
虹口区,310109,7,0,7,0,2020-12-15 10:17:25
黄浦区,310101,6,0,6,0,2020-12-15 10:17:25
青浦区,310118,6,0,6,0,2020-12-15 10:17:25
金山区,310116,4,0,4,0,2020-12-15 10:17:25
崇明区,310151,4,0,4,0,2020-12-15 10:17:25
境外来沪,0,1,0,1,0,2020-12-15 10:17:25
上海市境外输入,0,1063,4,975,0,2020-12-14 10:26:09
浦东新区,310115,68,0,63,1,2020-12-14 10:26:09
上海市外地来沪,0,113,0,112,1,2020-12-14 10:26:09
宝山区,310113,22,0,21,1,2020-12-14 10:26:09
闵行区,310112,19,0,19,0,2020-12-14 10:26:09
徐汇区,310104,18,0,17,1,2020-12-14 10:26:09
静安区,310106,16,0,15,1,2020-12-14 10:26:09
松江区,310117,14,0,14,0,2020-12-14 10:26:09
长宁区,310105,13,0,13,0,2020-12-14 10:26:09
普陀区,310107,11,0,11,0,2020-12-14 10:26:09
杨浦区,310110,9,0,9,0,2020-12-14 10:26:09
嘉定区,310114,9,0,7,2,2020-12-14 10:26:09
奉贤区,310120,9,0,9,0,2020-12-14 10:26:09
虹口区,310109,7,0,7,0,2020-12-14 10:26:09
黄浦区,310101,6,0,6,0,2020-12-14 10:26:09
青浦区,310118,6,0,6,0,2020-12-14 10:26:09
金山区,310116,4,0,4,0,2020-12-14 10:26:09
崇明区,310151,4,0,4,0,2020-12-14 10:26:09
境外来沪,0,1,0,1,0,2020-12-14 10:26:09
上海市境外输入,0,1056,4,971,0,2020-12-13 09:24:50
浦东新区,310115,68,0,63,1,2020-12-13 09:24:50
上海市外地来沪,0,113,0,112,1,2020-12-13 09:24:50
宝山区,310113,22,0,21,1,2020-12-13 09:24:50
闵行区,310112,19,0,19,0,2020-12-13 09:24:50
徐汇区,310104,18,0,17,1,2020-12-13 09:24:50
静安区,310106,16,0,15,1,2020-12-13 09:24:50
松江区,310117,14,0,14,0,2020-12-13 09:24:50
长宁区,310105,13,0,13,0,2020-12-13 09:24:50
普陀区,310107,11,0,11,0,2020-12-13 09:24:50
杨浦区,310110,9,0,9,0,2020-12-13 09:24:50
嘉定区,310114,9,0,7,2,2020-12-13 09:24:50
奉贤区,310120,9,0,9,0,2020-12-13 09:24:50
虹口区,310109,7,0,7,0,2020-12-13 09:24:50
黄浦区,310101,6,0,6,0,2020-12-13 09:24:50
青浦区,310118,6,0,6,0,2020-12-13 09:24:50
金山区,310116,4,0,4,0,2020-12-13 09:24:50
崇明区,310151,4,0,4,0,2020-12-13 09:24:50
境外来沪,0,1,0,1,0,2020-12-13 09:24:50
上海市境外输入,0,1041,4,964,0,2020-12-12 11:31:18
浦东新区,310115,68,0,63,1,2020-12-12 11:31:18
上海市外地来沪,0,113,0,112,1,2020-12-12 11:31:18
宝山区,310113,22,0,21,1,2020-12-12 11:31:18
闵行区,310112,19,0,19,0,2020-12-12 11:31:18
徐汇区,310104,18,0,17,1,2020-12-12 11:31:18
静安区,310106,16,0,15,1,2020-12-12 11:31:18
松江区,310117,14,0,14,0,2020-12-12 11:31:18
长宁区,310105,13,0,13,0,2020-12-12 11:31:18
普陀区,310107,11,0,11,0,2020-12-12 11:31:18
杨浦区,310110,9,0,9,0,2020-12-12 11:31:18
嘉定区,310114,9,0,7,2,2020-12-12 11:31:18
奉贤区,310120,9,0,9,0,2020-12-12 11:31:18
虹口区,310109,7,0,7,0,2020-12-12 11:31:18
黄浦区,310101,6,0,6,0,2020-12-12 11:31:18
青浦区,310118,6,0,6,0,2020-12-12 11:31:18
金山区,310116,4,0,4,0,2020-12-12 11:31:18
崇明区,310151,4,0,4,0,2020-12-12 11:31:18
境外来沪,0,1,0,1,0,2020-12-12 11:31:18
上海市境外输入,0,1041,4,964,0,2020-12-12 11:31:17
浦东新区,310115,68,0,63,1,2020-12-12 11:31:17
上海市外地来沪,0,113,0,112,1,2020-12-12 11:31:17
宝山区,310113,22,0,21,1,2020-12-12 11:31:17
闵行区,310112,19,0,19,0,2020-12-12 11:31:17
徐汇区,310104,18,0,17,1,2020-12-12 11:31:17
静安区,310106,16,0,15,1,2020-12-12 11:31:17
松江区,310117,14,0,14,0,2020-12-12 11:31:17
长宁区,310105,13,0,13,0,2020-12-12 11:31:17
普陀区,310107,11,0,11,0,2020-12-12 11:31:17
杨浦区,310110,9,0,9,0,2020-12-12 11:31:17
嘉定区,310114,9,0,7,2,2020-12-12 11:31:17
奉贤区,310120,9,0,9,0,2020-12-12 11:31:17
虹口区,310109,7,0,7,0,2020-12-12 11:31:17
黄浦区,310101,6,0,6,0,2020-12-12 11:31:17
青浦区,310118,6,0,6,0,2020-12-12 11:31:17
金山区,310116,4,0,4,0,2020-12-12 11:31:17
崇明区,310151,4,0,4,0,2020-12-12 11:31:17
境外来沪,0,1,0,1,0,2020-12-12 11:31:17
上海市境外输入,0,1041,4,964,0,2020-12-11 08:25:54
浦东新区,310115,68,0,63,1,2020-12-11 08:25:54
上海市外地来沪,0,113,0,112,1,2020-12-11 08:25:54
宝山区,310113,22,0,21,1,2020-12-11 08:25:54
闵行区,310112,19,0,19,0,2020-12-11 08:25:54
徐汇区,310104,18,0,17,1,2020-12-11 08:25:54
静安区,310106,16,0,15,1,2020-12-11 08:25:54
松江区,310117,14,0,14,0,2020-12-11 08:25:54
长宁区,310105,13,0,13,0,2020-12-11 08:25:54
普陀区,310107,11,0,11,0,2020-12-11 08:25:54
杨浦区,310110,9,0,9,0,2020-12-11 08:25:54
嘉定区,310114,9,0,7,2,2020-12-11 08:25:54
奉贤区,310120,9,0,9,0,2020-12-11 08:25:54
虹口区,310109,7,0,7,0,2020-12-11 08:25:54
黄浦区,310101,6,0,6,0,2020-12-11 08:25:54
青浦区,310118,6,0,6,0,2020-12-11 08:25:54
金山区,310116,4,0,4,0,2020-12-11 08:25:54
崇明区,310151,4,0,4,0,2020-12-11 08:25:54
境外来沪,0,1,0,1,0,2020-12-11 08:25:54
上海市境外输入,0,1036,4,964,0,2020-12-10 09:28:52
浦东新区,310115,68,0,63,1,2020-12-10 09:28:52
上海市外地来沪,0,113,0,112,1,2020-12-10 09:28:52
宝山区,310113,22,0,21,1,2020-12-10 09:28:52
闵行区,310112,19,0,19,0,2020-12-10 09:28:52
徐汇区,310104,18,0,17,1,2020-12-10 09:28:52
静安区,310106,16,0,15,1,2020-12-10 09:28:52
松江区,310117,14,0,14,0,2020-12-10 09:28:52
长宁区,310105,13,0,13,0,2020-12-10 09:28:52
普陀区,310107,11,0,11,0,2020-12-10 09:28:52
杨浦区,310110,9,0,9,0,2020-12-10 09:28:52
嘉定区,310114,9,0,7,2,2020-12-10 09:28:52
奉贤区,310120,9,0,9,0,2020-12-10 09:28:52
虹口区,310109,7,0,7,0,2020-12-10 09:28:52
黄浦区,310101,6,0,6,0,2020-12-10 09:28:52
青浦区,310118,6,0,6,0,2020-12-10 09:28:52
金山区,310116,4,0,4,0,2020-12-10 09:28:52
崇明区,310151,4,0,4,0,2020-12-10 09:28:52
境外来沪,0,1,0,1,0,2020-12-10 09:28:52
上海市境外输入,0,1027,4,962,0,2020-12-09 09:37:00
浦东新区,310115,68,0,63,1,2020-12-09 09:37:00
上海市外地来沪,0,113,0,112,1,2020-12-09 09:37:00
宝山区,310113,22,0,21,1,2020-12-09 09:37:00
闵行区,310112,19,0,19,0,2020-12-09 09:37:00
徐汇区,310104,18,0,17,1,2020-12-09 09:37:00
静安区,310106,16,0,15,1,2020-12-09 09:37:00
松江区,310117,14,0,14,0,2020-12-09 09:37:00
长宁区,310105,13,0,13,0,2020-12-09 09:37:00
普陀区,310107,11,0,11,0,2020-12-09 09:37:00
杨浦区,310110,9,0,9,0,2020-12-09 09:37:00
嘉定区,310114,9,0,7,2,2020-12-09 09:37:00
奉贤区,310120,9,0,9,0,2020-12-09 09:37:00
虹口区,310109,7,0,7,0,2020-12-09 09:37:00
黄浦区,310101,6,0,6,0,2020-12-09 09:37:00
青浦区,310118,6,0,6,0,2020-12-09 09:37:00
金山区,310116,4,0,4,0,2020-12-09 09:37:00
崇明区,310151,4,0,4,0,2020-12-09 09:37:00
境外来沪,0,1,0,1,0,2020-12-09 09:37:00
上海市境外输入,0,1021,4,961,0,2020-12-09 08:49:01
浦东新区,310115,68,0,63,1,2020-12-09 08:49:01
上海市外地来沪,0,113,0,112,1,2020-12-09 08:49:01
宝山区,310113,22,0,21,1,2020-12-09 08:49:01
闵行区,310112,19,0,19,0,2020-12-09 08:49:01
徐汇区,310104,18,0,17,1,2020-12-09 08:49:01
静安区,310106,16,0,15,1,2020-12-09 08:49:01
松江区,310117,14,0,14,0,2020-12-09 08:49:01
长宁区,310105,13,0,13,0,2020-12-09 08:49:01
普陀区,310107,11,0,11,0,2020-12-09 08:49:01
杨浦区,310110,9,0,9,0,2020-12-09 08:49:01
嘉定区,310114,9,0,7,2,2020-12-09 08:49:01
奉贤区,310120,9,0,9,0,2020-12-09 08:49:01
虹口区,310109,7,0,7,0,2020-12-09 08:49:01
黄浦区,310101,6,0,6,0,2020-12-09 08:49:01
青浦区,310118,6,0,6,0,2020-12-09 08:49:01
金山区,310116,4,0,4,0,2020-12-09 08:49:01
崇明区,310151,4,0,4,0,2020-12-09 08:49:01
境外来沪,0,1,0,1,0,2020-12-09 08:49:01
上海市境外输入,0,1010,4,953,0,2020-12-06 11:02:43
浦东新区,310115,68,0,63,1,2020-12-06 11:02:43
