地区,邮政编码,确诊人数,疑似人数,治愈人数,死亡人数,时间
闵行区,310112,19,0,19,0,2021-07-09 08:39:35
徐汇区,310104,18,0,17,1,2021-07-09 08:39:35
静安区,310106,16,0,15,1,2021-07-09 08:39:35
松江区,310117,14,0,14,0,2021-07-09 08:39:35
长宁区,310105,14,0,14,0,2021-07-09 08:39:35
普陀区,310107,11,0,11,0,2021-07-09 08:39:35
杨浦区,310110,9,0,9,0,2021-07-09 08:39:35
嘉定区,310114,9,0,7,2,2021-07-09 08:39:35
奉贤区,310120,9,0,9,0,2021-07-09 08:39:35
虹口区,310109,7,0,7,0,2021-07-09 08:39:35
青浦区,310118,6,0,6,0,2021-07-09 08:39:35
金山区,310116,4,0,4,0,2021-07-09 08:39:35
崇明区,310151,4,0,4,0,2021-07-09 08:39:35
境外来沪,0,1,0,1,0,2021-07-09 08:39:35
上海市境外输入,0,1863,8,1801,0,2021-07-08 09:51:12
上海市外地来沪,0,113,0,112,1,2021-07-08 09:51:12
浦东新区,310115,69,0,68,1,2021-07-08 09:51:12
宝山区,310113,26,0,25,1,2021-07-08 09:51:12
黄浦区,310101,22,0,22,0,2021-07-08 09:51:12
闵行区,310112,19,0,19,0,2021-07-08 09:51:12
徐汇区,310104,18,0,17,1,2021-07-08 09:51:12
静安区,310106,16,0,15,1,2021-07-08 09:51:12
松江区,310117,14,0,14,0,2021-07-08 09:51:12
长宁区,310105,14,0,14,0,2021-07-08 09:51:12
普陀区,310107,11,0,11,0,2021-07-08 09:51:12
杨浦区,310110,9,0,9,0,2021-07-08 09:51:12
嘉定区,310114,9,0,7,2,2021-07-08 09:51:12
奉贤区,310120,9,0,9,0,2021-07-08 09:51:12
虹口区,310109,7,0,7,0,2021-07-08 09:51:12
青浦区,310118,6,0,6,0,2021-07-08 09:51:12
金山区,310116,4,0,4,0,2021-07-08 09:51:12
崇明区,310151,4,0,4,0,2021-07-08 09:51:12
境外来沪,0,1,0,1,0,2021-07-08 09:51:12
上海市境外输入,0,1855,10,1799,0,2021-07-07 10:58:06
上海市外地来沪,0,113,0,112,1,2021-07-07 10:58:06
浦东新区,310115,69,0,68,1,2021-07-07 10:58:06
宝山区,310113,26,0,25,1,2021-07-07 10:58:06
黄浦区,310101,22,0,22,0,2021-07-07 10:58:06
闵行区,310112,19,0,19,0,2021-07-07 10:58:06
徐汇区,310104,18,0,17,1,2021-07-07 10:58:06
静安区,310106,16,0,15,1,2021-07-07 10:58:06
松江区,310117,14,0,14,0,2021-07-07 10:58:06
长宁区,310105,14,0,14,0,2021-07-07 10:58:06
普陀区,310107,11,0,11,0,2021-07-07 10:58:06
杨浦区,310110,9,0,9,0,2021-07-07 10:58:06
嘉定区,310114,9,0,7,2,2021-07-07 10:58:06
奉贤区,310120,9,0,9,0,2021-07-07 10:58:06
虹口区,310109,7,0,7,0,2021-07-07 10:58:06
青浦区,310118,6,0,6,0,2021-07-07 10:58:06
金山区,310116,4,0,4,0,2021-07-07 10:58:06
崇明区,310151,4,0,4,0,2021-07-07 10:58:06
境外来沪,0,1,0,1,0,2021-07-07 10:58:06
上海市境外输入,0,1851,6,1798,0,2021-07-06 09:02:13
上海市外地来沪,0,113,0,112,1,2021-07-06 09:02:13
浦东新区,310115,69,0,68,1,2021-07-06 09:02:13
宝山区,310113,26,0,25,1,2021-07-06 09:02:13
黄浦区,310101,22,0,22,0,2021-07-06 09:02:13
闵行区,310112,19,0,19,0,2021-07-06 09:02:13
徐汇区,310104,18,0,17,1,2021-07-06 09:02:13
静安区,310106,16,0,15,1,2021-07-06 09:02:13
松江区,310117,14,0,14,0,2021-07-06 09:02:13
长宁区,310105,14,0,14,0,2021-07-06 09:02:13
普陀区,310107,11,0,11,0,2021-07-06 09:02:13
杨浦区,310110,9,0,9,0,2021-07-06 09:02:13
嘉定区,310114,9,0,7,2,2021-07-06 09:02:13
奉贤区,310120,9,0,9,0,2021-07-06 09:02:13
虹口区,310109,7,0,7,0,2021-07-06 09:02:13
青浦区,310118,6,0,6,0,2021-07-06 09:02:13
金山区,310116,4,0,4,0,2021-07-06 09:02:13
崇明区,310151,4,0,4,0,2021-07-06 09:02:13
境外来沪,0,1,0,1,0,2021-07-06 09:02:13
上海市境外输入,0,1847,6,1797,0,2021-07-05 08:43:11
上海市外地来沪,0,113,0,112,1,2021-07-05 08:43:11
浦东新区,310115,69,0,68,1,2021-07-05 08:43:11
宝山区,310113,26,0,25,1,2021-07-05 08:43:11
黄浦区,310101,22,0,22,0,2021-07-05 08:43:11
闵行区,310112,19,0,19,0,2021-07-05 08:43:11
徐汇区,310104,18,0,17,1,2021-07-05 08:43:11
静安区,310106,16,0,15,1,2021-07-05 08:43:11
松江区,310117,14,0,14,0,2021-07-05 08:43:11
长宁区,310105,14,0,14,0,2021-07-05 08:43:11
普陀区,310107,11,0,11,0,2021-07-05 08:43:11
杨浦区,310110,9,0,9,0,2021-07-05 08:43:11
嘉定区,310114,9,0,7,2,2021-07-05 08:43:11
奉贤区,310120,9,0,9,0,2021-07-05 08:43:11
虹口区,310109,7,0,7,0,2021-07-05 08:43:11
青浦区,310118,6,0,6,0,2021-07-05 08:43:11
金山区,310116,4,0,4,0,2021-07-05 08:43:11
崇明区,310151,4,0,4,0,2021-07-05 08:43:11
境外来沪,0,1,0,1,0,2021-07-05 08:43:11
上海市境外输入,0,1841,6,1795,0,2021-07-04 21:50:19
上海市外地来沪,0,113,0,112,1,2021-07-04 21:50:19
浦东新区,310115,69,0,68,1,2021-07-04 21:50:19
宝山区,310113,26,0,25,1,2021-07-04 21:50:19
黄浦区,310101,22,0,22,0,2021-07-04 21:50:19
闵行区,310112,19,0,19,0,2021-07-04 21:50:19
徐汇区,310104,18,0,17,1,2021-07-04 21:50:19
静安区,310106,16,0,15,1,2021-07-04 21:50:19
松江区,310117,14,0,14,0,2021-07-04 21:50:19
长宁区,310105,14,0,14,0,2021-07-04 21:50:19
普陀区,310107,11,0,11,0,2021-07-04 21:50:19
杨浦区,310110,9,0,9,0,2021-07-04 21:50:19
嘉定区,310114,9,0,7,2,2021-07-04 21:50:19
奉贤区,310120,9,0,9,0,2021-07-04 21:50:19
虹口区,310109,7,0,7,0,2021-07-04 21:50:19
青浦区,310118,6,0,6,0,2021-07-04 21:50:19
金山区,310116,4,0,4,0,2021-07-04 21:50:19
崇明区,310151,4,0,4,0,2021-07-04 21:50:19
境外来沪,0,1,0,1,0,2021-07-04 21:50:19
上海市境外输入,0,1841,6,1795,0,2021-07-04 08:53:10
上海市外地来沪,0,113,0,112,1,2021-07-04 08:53:10
浦东新区,310115,69,0,68,1,2021-07-04 08:53:10
宝山区,310113,26,0,25,1,2021-07-04 08:53:10
黄浦区,310101,22,0,22,0,2021-07-04 08:53:10
闵行区,310112,19,0,19,0,2021-07-04 08:53:10
徐汇区,310104,18,0,17,1,2021-07-04 08:53:10
静安区,310106,16,0,15,1,2021-07-04 08:53:10
松江区,310117,14,0,14,0,2021-07-04 08:53:10
长宁区,310105,14,0,14,0,2021-07-04 08:53:10
普陀区,310107,11,0,11,0,2021-07-04 08:53:10
杨浦区,310110,9,0,9,0,2021-07-04 08:53:10
嘉定区,310114,9,0,7,2,2021-07-04 08:53:10
奉贤区,310120,9,0,9,0,2021-07-04 08:53:10
虹口区,310109,7,0,7,0,2021-07-04 08:53:10
青浦区,310118,6,0,6,0,2021-07-04 08:53:10
金山区,310116,4,0,4,0,2021-07-04 08:53:10
崇明区,310151,4,0,4,0,2021-07-04 08:53:10
境外来沪,0,1,0,1,0,2021-07-04 08:53:10
上海市待明确地区,0,0,0,1,0,2021-07-04 08:53:10
上海市境外输入,0,1840,6,1793,0,2021-07-04 08:52:06
上海市外地来沪,0,113,0,112,1,2021-07-04 08:52:06
浦东新区,310115,69,0,68,1,2021-07-04 08:52:06
宝山区,310113,26,0,25,1,2021-07-04 08:52:06
黄浦区,310101,22,0,22,0,2021-07-04 08:52:06
闵行区,310112,19,0,19,0,2021-07-04 08:52:06
徐汇区,310104,18,0,17,1,2021-07-04 08:52:06
静安区,310106,16,0,15,1,2021-07-04 08:52:06
松江区,310117,14,0,14,0,2021-07-04 08:52:06
长宁区,310105,14,0,14,0,2021-07-04 08:52:06
普陀区,310107,11,0,11,0,2021-07-04 08:52:06
杨浦区,310110,9,0,9,0,2021-07-04 08:52:06
嘉定区,310114,9,0,7,2,2021-07-04 08:52:06
奉贤区,310120,9,0,9,0,2021-07-04 08:52:06
虹口区,310109,7,0,7,0,2021-07-04 08:52:06
青浦区,310118,6,0,6,0,2021-07-04 08:52:06
金山区,310116,4,0,4,0,2021-07-04 08:52:06
崇明区,310151,4,0,4,0,2021-07-04 08:52:06
境外来沪,0,1,0,1,0,2021-07-04 08:52:06
上海市待明确地区,0,0,0,1,0,2021-07-04 08:52:06
上海市境外输入,0,1840,6,1792,0,2021-07-03 08:44:09
上海市外地来沪,0,113,0,112,1,2021-07-03 08:44:09
浦东新区,310115,69,0,68,1,2021-07-03 08:44:09
宝山区,310113,26,0,25,1,2021-07-03 08:44:09
黄浦区,310101,22,0,22,0,2021-07-03 08:44:09
闵行区,310112,19,0,19,0,2021-07-03 08:44:09
徐汇区,310104,18,0,17,1,2021-07-03 08:44:09
静安区,310106,16,0,15,1,2021-07-03 08:44:09
松江区,310117,14,0,14,0,2021-07-03 08:44:09
长宁区,310105,14,0,14,0,2021-07-03 08:44:09
普陀区,310107,11,0,11,0,2021-07-03 08:44:09
杨浦区,310110,9,0,9,0,2021-07-03 08:44:09
嘉定区,310114,9,0,7,2,2021-07-03 08:44:09
奉贤区,310120,9,0,9,0,2021-07-03 08:44:09
虹口区,310109,7,0,7,0,2021-07-03 08:44:09
青浦区,310118,6,0,6,0,2021-07-03 08:44:09
金山区,310116,4,0,4,0,2021-07-03 08:44:09
崇明区,310151,4,0,4,0,2021-07-03 08:44:09
境外来沪,0,1,0,1,0,2021-07-03 08:44:09
上海市待明确地区,0,0,0,1,0,2021-07-03 08:44:09
上海市境外输入,0,1836,6,1788,0,2021-07-02 08:49:20
上海市外地来沪,0,113,0,112,1,2021-07-02 08:49:20
浦东新区,310115,69,0,68,1,2021-07-02 08:49:20
宝山区,310113,26,0,25,1,2021-07-02 08:49:20
黄浦区,310101,22,0,22,0,2021-07-02 08:49:20
闵行区,310112,19,0,19,0,2021-07-02 08:49:20
徐汇区,310104,18,0,17,1,2021-07-02 08:49:20
静安区,310106,16,0,15,1,2021-07-02 08:49:20
松江区,310117,14,0,14,0,2021-07-02 08:49:20
长宁区,310105,14,0,14,0,2021-07-02 08:49:20
普陀区,310107,11,0,11,0,2021-07-02 08:49:20
杨浦区,310110,9,0,9,0,2021-07-02 08:49:20
嘉定区,310114,9,0,7,2,2021-07-02 08:49:20
奉贤区,310120,9,0,9,0,2021-07-02 08:49:20
虹口区,310109,7,0,7,0,2021-07-02 08:49:20
青浦区,310118,6,0,6,0,2021-07-02 08:49:20
金山区,310116,4,0,4,0,2021-07-02 08:49:20
崇明区,310151,4,0,4,0,2021-07-02 08:49:20
境外来沪,0,1,0,1,0,2021-07-02 08:49:20
上海市待明确地区,0,0,0,1,0,2021-07-02 08:49:20
上海市境外输入,0,1831,6,1776,0,2021-07-01 10:44:23
上海市外地来沪,0,113,0,112,1,2021-07-01 10:44:23
浦东新区,310115,69,0,68,1,2021-07-01 10:44:23
宝山区,310113,26,0,25,1,2021-07-01 10:44:23
黄浦区,310101,22,0,22,0,2021-07-01 10:44:23
闵行区,310112,19,0,19,0,2021-07-01 10:44:23
徐汇区,310104,18,0,17,1,2021-07-01 10:44:23
静安区,310106,16,0,15,1,2021-07-01 10:44:23
松江区,310117,14,0,14,0,2021-07-01 10:44:23
长宁区,310105,14,0,14,0,2021-07-01 10:44:23
普陀区,310107,11,0,11,0,2021-07-01 10:44:23
杨浦区,310110,9,0,9,0,2021-07-01 10:44:23
嘉定区,310114,9,0,7,2,2021-07-01 10:44:23
奉贤区,310120,9,0,9,0,2021-07-01 10:44:23
虹口区,310109,7,0,7,0,2021-07-01 10:44:23
青浦区,310118,6,0,6,0,2021-07-01 10:44:23
金山区,310116,4,0,4,0,2021-07-01 10:44:23
崇明区,310151,4,0,4,0,2021-07-01 10:44:23
境外来沪,0,1,0,1,0,2021-07-01 10:44:23
上海市待明确地区,0,0,0,1,0,2021-07-01 10:44:23
上海市境外输入,0,1831,6,1776,0,2021-06-29 11:19:17
上海市外地来沪,0,113,0,112,1,2021-06-29 11:19:17
浦东新区,310115,69,0,68,1,2021-06-29 11:19:17
宝山区,310113,26,0,25,1,2021-06-29 11:19:17
黄浦区,310101,22,0,22,0,2021-06-29 11:19:17
闵行区,310112,19,0,19,0,2021-06-29 11:19:17
徐汇区,310104,18,0,17,1,2021-06-29 11:19:17
静安区,310106,16,0,15,1,2021-06-29 11:19:17
松江区,310117,14,0,14,0,2021-06-29 11:19:17
长宁区,310105,14,0,14,0,2021-06-29 11:19:17
普陀区,310107,11,0,11,0,2021-06-29 11:19:17
杨浦区,310110,9,0,9,0,2021-06-29 11:19:17
嘉定区,310114,9,0,7,2,2021-06-29 11:19:17
奉贤区,310120,9,0,9,0,2021-06-29 11:19:17
虹口区,310109,7,0,7,0,2021-06-29 11:19:17
青浦区,310118,6,0,6,0,2021-06-29 11:19:17
金山区,310116,4,0,4,0,2021-06-29 11:19:17
崇明区,310151,4,0,4,0,2021-06-29 11:19:17
境外来沪,0,1,0,1,0,2021-06-29 11:19:17
上海市待明确地区,0,0,0,1,0,2021-06-29 11:19:17
上海市境外输入,0,1811,4,1738,0,2021-06-20 09:18:07
上海市外地来沪,0,113,0,112,1,2021-06-20 09:18:07
浦东新区,310115,69,0,68,1,2021-06-20 09:18:07
宝山区,310113,26,0,25,1,2021-06-20 09:18:07
黄浦区,310101,22,0,22,0,2021-06-20 09:18:07
闵行区,310112,19,0,19,0,2021-06-20 09:18:07
徐汇区,310104,18,0,17,1,2021-06-20 09:18:07
静安区,310106,16,0,15,1,2021-06-20 09:18:07
松江区,310117,14,0,14,0,2021-06-20 09:18:07
长宁区,310105,14,0,14,0,2021-06-20 09:18:07
普陀区,310107,11,0,11,0,2021-06-20 09:18:07
杨浦区,310110,9,0,9,0,2021-06-20 09:18:07
嘉定区,310114,9,0,7,2,2021-06-20 09:18:07
奉贤区,310120,9,0,9,0,2021-06-20 09:18:07
虹口区,310109,7,0,7,0,2021-06-20 09:18:07
青浦区,310118,6,0,6,0,2021-06-20 09:18:07
金山区,310116,4,0,4,0,2021-06-20 09:18:07
崇明区,310151,4,0,4,0,2021-06-20 09:18:07
境外来沪,0,1,0,1,0,2021-06-20 09:18:07
上海市境外输入,0,1808,4,1737,0,2021-06-20 01:37:41
上海市外地来沪,0,113,0,112,1,2021-06-20 01:37:41
浦东新区,310115,69,0,68,1,2021-06-20 01:37:41
宝山区,310113,26,0,25,1,2021-06-20 01:37:41
黄浦区,310101,22,0,22,0,2021-06-20 01:37:41
闵行区,310112,19,0,19,0,2021-06-20 01:37:41
徐汇区,310104,18,0,17,1,2021-06-20 01:37:41
静安区,310106,16,0,15,1,2021-06-20 01:37:41
松江区,310117,14,0,14,0,2021-06-20 01:37:41
长宁区,310105,14,0,14,0,2021-06-20 01:37:41
普陀区,310107,11,0,11,0,2021-06-20 01:37:41
杨浦区,310110,9,0,9,0,2021-06-20 01:37:41
嘉定区,310114,9,0,7,2,2021-06-20 01:37:41
奉贤区,310120,9,0,9,0,2021-06-20 01:37:41
虹口区,310109,7,0,7,0,2021-06-20 01:37:41
青浦区,310118,6,0,6,0,2021-06-20 01:37:41
金山区,310116,4,0,4,0,2021-06-20 01:37:41
崇明区,310151,4,0,4,0,2021-06-20 01:37:41
境外来沪,0,1,0,1,0,2021-06-20 01:37:41
上海市境外输入,0,1770,4,1704,0,2021-06-12 03:12:05
上海市外地来沪,0,113,0,112,1,2021-06-12 03:12:05
浦东新区,310115,69,0,68,1,2021-06-12 03:12:05
宝山区,310113,26,0,25,1,2021-06-12 03:12:05
黄浦区,310101,22,0,22,0,2021-06-12 03:12:05
闵行区,310112,19,0,19,0,2021-06-12 03:12:05
徐汇区,310104,18,0,17,1,2021-06-12 03:12:05
静安区,310106,16,0,15,1,2021-06-12 03:12:05
松江区,310117,14,0,14,0,2021-06-12 03:12:05
长宁区,310105,14,0,14,0,2021-06-12 03:12:05
普陀区,310107,11,0,11,0,2021-06-12 03:12:05
杨浦区,310110,9,0,9,0,2021-06-12 03:12:05
嘉定区,310114,9,0,7,2,2021-06-12 03:12:05
奉贤区,310120,9,0,9,0,2021-06-12 03:12:05
虹口区,310109,7,0,7,0,2021-06-12 03:12:05
青浦区,310118,6,0,6,0,2021-06-12 03:12:05
金山区,310116,4,0,4,0,2021-06-12 03:12:05
崇明区,310151,4,0,4,0,2021-06-12 03:12:05
境外来沪,0,1,0,1,0,2021-06-12 03:12:05
上海市境外输入,0,1757,4,1682,0,2021-06-07 08:47:38
上海市外地来沪,0,113,0,112,1,2021-06-07 08:47:38
浦东新区,310115,69,0,68,1,2021-06-07 08:47:38
宝山区,310113,26,0,25,1,2021-06-07 08:47:38
黄浦区,310101,22,0,22,0,2021-06-07 08:47:38
闵行区,310112,19,0,19,0,2021-06-07 08:47:38
徐汇区,310104,18,0,17,1,2021-06-07 08:47:38
静安区,310106,16,0,15,1,2021-06-07 08:47:38
松江区,310117,14,0,14,0,2021-06-07 08:47:38
长宁区,310105,14,0,14,0,2021-06-07 08:47:38
普陀区,310107,11,0,11,0,2021-06-07 08:47:38
杨浦区,310110,9,0,9,0,2021-06-07 08:47:38
嘉定区,310114,9,0,7,2,2021-06-07 08:47:38
奉贤区,310120,9,0,9,0,2021-06-07 08:47:38
虹口区,310109,7,0,7,0,2021-06-07 08:47:38
青浦区,310118,6,0,6,0,2021-06-07 08:47:38
金山区,310116,4,0,4,0,2021-06-07 08:47:38
崇明区,310151,4,0,4,0,2021-06-07 08:47:38
境外来沪,0,1,0,1,0,2021-06-07 08:47:38
上海市境外输入,0,1753,4,1682,0,2021-06-06 08:39:25
上海市外地来沪,0,113,0,112,1,2021-06-06 08:39:25
浦东新区,310115,69,0,68,1,2021-06-06 08:39:25
宝山区,310113,26,0,25,1,2021-06-06 08:39:25
黄浦区,310101,22,0,22,0,2021-06-06 08:39:25
闵行区,310112,19,0,19,0,2021-06-06 08:39:25
徐汇区,310104,18,0,17,1,2021-06-06 08:39:25
静安区,310106,16,0,15,1,2021-06-06 08:39:25
松江区,310117,14,0,14,0,2021-06-06 08:39:25
长宁区,310105,14,0,14,0,2021-06-06 08:39:25
普陀区,310107,11,0,11,0,2021-06-06 08:39:25
杨浦区,310110,9,0,9,0,2021-06-06 08:39:25
嘉定区,310114,9,0,7,2,2021-06-06 08:39:25
奉贤区,310120,9,0,9,0,2021-06-06 08:39:25
虹口区,310109,7,0,7,0,2021-06-06 08:39:25
青浦区,310118,6,0,6,0,2021-06-06 08:39:25
金山区,310116,4,0,4,0,2021-06-06 08:39:25
崇明区,310151,4,0,4,0,2021-06-06 08:39:25
境外来沪,0,1,0,1,0,2021-06-06 08:39:25
上海市境外输入,0,1746,4,1679,0,2021-06-05 09:44:27
上海市外地来沪,0,113,0,112,1,2021-06-05 09:44:27
浦东新区,310115,69,0,68,1,2021-06-05 09:44:27
宝山区,310113,26,0,25,1,2021-06-05 09:44:27
黄浦区,310101,22,0,22,0,2021-06-05 09:44:27
闵行区,310112,19,0,19,0,2021-06-05 09:44:27
徐汇区,310104,18,0,17,1,2021-06-05 09:44:27
静安区,310106,16,0,15,1,2021-06-05 09:44:27
松江区,310117,14,0,14,0,2021-06-05 09:44:27
长宁区,310105,14,0,14,0,2021-06-05 09:44:27
普陀区,310107,11,0,11,0,2021-06-05 09:44:27
杨浦区,310110,9,0,9,0,2021-06-05 09:44:27
嘉定区,310114,9,0,7,2,2021-06-05 09:44:27
奉贤区,310120,9,0,9,0,2021-06-05 09:44:27
虹口区,310109,7,0,7,0,2021-06-05 09:44:27
青浦区,310118,6,0,6,0,2021-06-05 09:44:27
金山区,310116,4,0,4,0,2021-06-05 09:44:27
崇明区,310151,4,0,4,0,2021-06-05 09:44:27
境外来沪,0,1,0,1,0,2021-06-05 09:44:27
上海市境外输入,0,1745,4,1674,0,2021-06-04 08:27:17
上海市外地来沪,0,113,0,112,1,2021-06-04 08:27:17
浦东新区,310115,69,0,68,1,2021-06-04 08:27:17
宝山区,310113,26,0,25,1,2021-06-04 08:27:17
黄浦区,310101,22,0,22,0,2021-06-04 08:27:17
闵行区,310112,19,0,19,0,2021-06-04 08:27:17
徐汇区,310104,18,0,17,1,2021-06-04 08:27:17
静安区,310106,16,0,15,1,2021-06-04 08:27:17
松江区,310117,14,0,14,0,2021-06-04 08:27:17
长宁区,310105,14,0,14,0,2021-06-04 08:27:17
普陀区,310107,11,0,11,0,2021-06-04 08:27:17
杨浦区,310110,9,0,9,0,2021-06-04 08:27:17
嘉定区,310114,9,0,7,2,2021-06-04 08:27:17
奉贤区,310120,9,0,9,0,2021-06-04 08:27:17
虹口区,310109,7,0,7,0,2021-06-04 08:27:17
青浦区,310118,6,0,6,0,2021-06-04 08:27:17
金山区,310116,4,0,4,0,2021-06-04 08:27:17
崇明区,310151,4,0,4,0,2021-06-04 08:27:17
境外来沪,0,1,0,1,0,2021-06-04 08:27:17
上海市境外输入,0,1740,4,1669,0,2021-06-03 08:17:08
上海市外地来沪,0,113,0,112,1,2021-06-03 08:17:08
浦东新区,310115,69,0,68,1,2021-06-03 08:17:08
宝山区,310113,26,0,25,1,2021-06-03 08:17:08
黄浦区,310101,22,0,22,0,2021-06-03 08:17:08
闵行区,310112,19,0,19,0,2021-06-03 08:17:08
徐汇区,310104,18,0,17,1,2021-06-03 08:17:08
静安区,310106,16,0,15,1,2021-06-03 08:17:08
松江区,310117,14,0,14,0,2021-06-03 08:17:08
长宁区,310105,14,0,14,0,2021-06-03 08:17:08
普陀区,310107,11,0,11,0,2021-06-03 08:17:08
杨浦区,310110,9,0,9,0,2021-06-03 08:17:08
嘉定区,310114,9,0,7,2,2021-06-03 08:17:08
奉贤区,310120,9,0,9,0,2021-06-03 08:17:08
虹口区,310109,7,0,7,0,2021-06-03 08:17:08
青浦区,310118,6,0,6,0,2021-06-03 08:17:08
金山区,310116,4,0,4,0,2021-06-03 08:17:08
崇明区,310151,4,0,4,0,2021-06-03 08:17:08
境外来沪,0,1,0,1,0,2021-06-03 08:17:08
上海市境外输入,0,1737,4,1667,0,2021-06-02 09:19:08
上海市外地来沪,0,113,0,112,1,2021-06-02 09:19:08
浦东新区,310115,69,0,68,1,2021-06-02 09:19:08
宝山区,310113,26,0,25,1,2021-06-02 09:19:08
黄浦区,310101,22,0,22,0,2021-06-02 09:19:08
闵行区,310112,19,0,19,0,2021-06-02 09:19:08
徐汇区,310104,18,0,17,1,2021-06-02 09:19:08
静安区,310106,16,0,15,1,2021-06-02 09:19:08
松江区,310117,14,0,14,0,2021-06-02 09:19:08
长宁区,310105,14,0,14,0,2021-06-02 09:19:08
普陀区,310107,11,0,11,0,2021-06-02 09:19:08
杨浦区,310110,9,0,9,0,2021-06-02 09:19:08
嘉定区,310114,9,0,7,2,2021-06-02 09:19:08
奉贤区,310120,9,0,9,0,2021-06-02 09:19:08
虹口区,310109,7,0,7,0,2021-06-02 09:19:08
青浦区,310118,6,0,6,0,2021-06-02 09:19:08
金山区,310116,4,0,4,0,2021-06-02 09:19:08
崇明区,310151,4,0,4,0,2021-06-02 09:19:08
境外来沪,0,1,0,1,0,2021-06-02 09:19:08
上海市境外输入,0,1731,4,1662,0,2021-06-01 08:21:04
上海市外地来沪,0,113,0,112,1,2021-06-01 08:21:04
浦东新区,310115,69,0,68,1,2021-06-01 08:21:04
宝山区,310113,26,0,25,1,2021-06-01 08:21:04
黄浦区,310101,22,0,22,0,2021-06-01 08:21:04
闵行区,310112,19,0,19,0,2021-06-01 08:21:04
徐汇区,310104,18,0,17,1,2021-06-01 08:21:04
静安区,310106,16,0,15,1,2021-06-01 08:21:04
松江区,310117,14,0,14,0,2021-06-01 08:21:04
长宁区,310105,14,0,14,0,2021-06-01 08:21:04
普陀区,310107,11,0,11,0,2021-06-01 08:21:04
杨浦区,310110,9,0,9,0,2021-06-01 08:21:04
嘉定区,310114,9,0,7,2,2021-06-01 08:21:04
奉贤区,310120,9,0,9,0,2021-06-01 08:21:04
虹口区,310109,7,0,7,0,2021-06-01 08:21:04
青浦区,310118,6,0,6,0,2021-06-01 08:21:04
金山区,310116,4,0,4,0,2021-06-01 08:21:04
崇明区,310151,4,0,4,0,2021-06-01 08:21:04
境外来沪,0,1,0,1,0,2021-06-01 08:21:04
上海市境外输入,0,1724,4,1658,0,2021-05-31 08:03:59
上海市外地来沪,0,113,0,112,1,2021-05-31 08:03:59
浦东新区,310115,69,0,68,1,2021-05-31 08:03:59
宝山区,310113,26,0,25,1,2021-05-31 08:03:59
黄浦区,310101,22,0,22,0,2021-05-31 08:03:59
闵行区,310112,19,0,19,0,2021-05-31 08:03:59
徐汇区,310104,18,0,17,1,2021-05-31 08:03:59
静安区,310106,16,0,15,1,2021-05-31 08:03:59
松江区,310117,14,0,14,0,2021-05-31 08:03:59
长宁区,310105,14,0,14,0,2021-05-31 08:03:59
普陀区,310107,11,0,11,0,2021-05-31 08:03:59
杨浦区,310110,9,0,9,0,2021-05-31 08:03:59
嘉定区,310114,9,0,7,2,2021-05-31 08:03:59
奉贤区,310120,9,0,9,0,2021-05-31 08:03:59
虹口区,310109,7,0,7,0,2021-05-31 08:03:59
青浦区,310118,6,0,6,0,2021-05-31 08:03:59
金山区,310116,4,0,4,0,2021-05-31 08:03:59
崇明区,310151,4,0,4,0,2021-05-31 08:03:59
境外来沪,0,1,0,1,0,2021-05-31 08:03:59
上海市境外输入,0,1722,4,1655,0,2021-05-30 08:25:20
上海市外地来沪,0,113,0,112,1,2021-05-30 08:25:20
浦东新区,310115,69,0,68,1,2021-05-30 08:25:20
宝山区,310113,26,0,25,1,2021-05-30 08:25:20
黄浦区,310101,22,0,22,0,2021-05-30 08:25:20
闵行区,310112,19,0,19,0,2021-05-30 08:25:20
徐汇区,310104,18,0,17,1,2021-05-30 08:25:20
静安区,310106,16,0,15,1,2021-05-30 08:25:20
松江区,310117,14,0,14,0,2021-05-30 08:25:20
长宁区,310105,14,0,14,0,2021-05-30 08:25:20
普陀区,310107,11,0,11,0,2021-05-30 08:25:20
杨浦区,310110,9,0,9,0,2021-05-30 08:25:20
嘉定区,310114,9,0,7,2,2021-05-30 08:25:20
奉贤区,310120,9,0,9,0,2021-05-30 08:25:20
虹口区,310109,7,0,7,0,2021-05-30 08:25:20
青浦区,310118,6,0,6,0,2021-05-30 08:25:20
金山区,310116,4,0,4,0,2021-05-30 08:25:20
崇明区,310151,4,0,4,0,2021-05-30 08:25:20
境外来沪,0,1,0,1,0,2021-05-30 08:25:20
上海市境外输入,0,1717,4,1654,0,2021-05-29 08:56:21
上海市外地来沪,0,113,0,112,1,2021-05-29 08:56:21
浦东新区,310115,69,0,68,1,2021-05-29 08:56:21
宝山区,310113,26,0,25,1,2021-05-29 08:56:21
黄浦区,310101,22,0,22,0,2021-05-29 08:56:21
闵行区,310112,19,0,19,0,2021-05-29 08:56:21
徐汇区,310104,18,0,17,1,2021-05-29 08:56:21
静安区,310106,16,0,15,1,2021-05-29 08:56:21
松江区,310117,14,0,14,0,2021-05-29 08:56:21
长宁区,310105,14,0,14,0,2021-05-29 08:56:21
普陀区,310107,11,0,11,0,2021-05-29 08:56:21
杨浦区,310110,9,0,9,0,2021-05-29 08:56:21
嘉定区,310114,9,0,7,2,2021-05-29 08:56:21
奉贤区,310120,9,0,9,0,2021-05-29 08:56:21
虹口区,310109,7,0,7,0,2021-05-29 08:56:21
